********************* April 27 Observing Session - beginning 00:30:06 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1619489662|Apr 27 02:14:22|12|229.740577|229.737738|1.539614|1.617325|84.321127|6.247310|26.197462346464683|111.939458163880317|-129.630697|19.626240|20.077824
1619489663|Apr 27 02:14:23|12|229.747573|229.744733|1.539130|1.616830|84.383843|6.242335|26.195119229328895|111.937634628222710|-129.694142|19.759616|20.208128
1619489665|Apr 27 02:14:25|12|229.752996|229.750157|1.539511|1.617203|84.324638|6.245253|26.197471687184610|111.939630629421004|-129.634135|19.215872|19.867648
1619489666|Apr 27 02:14:26|12|229.759499|229.756661|1.539941|1.617623|84.380354|6.244389|26.196121996560656|111.937468340444667|-129.690742|19.652352|20.078336
1619489668|Apr 27 02:14:28|13|229.765401|229.762562|1.538979|1.616652|84.364971|6.241946|26.197189678193723|111.940152678189619|-129.674240|19.735552|20.188416
1619489669|Apr 27 02:14:29|12|229.771906|229.769068|1.539823|1.617486|84.383843|6.242335|26.196130134093281|111.937661429467980|-129.694150|19.352320|19.808000
1619489670|Apr 27 02:14:30|12|229.777617|229.774778|1.538329|1.615983|84.334699|6.237557|26.193989170679806|111.937643631240491|-129.644972|19.941888|20.398848
1619489672|Apr 27 02:14:32|11|229.782693|229.779855|1.539028|1.616674|84.324638|6.245253|26.196812295909609|111.939660115965708|-129.634110|19.193088|19.680256
1619489673|Apr 27 02:14:33|11|229.789732|229.786896|1.539681|1.617316|84.364971|6.241946|26.195237978040012|111.936901108573323|-129.675583|20.209664|20.632320
1619489675|Apr 27 02:14:35|11|229.796411|229.793573|1.538792|1.616417|84.383843|6.242335|26.195804838862557|111.938919784315843|-129.693610|19.624960|20.050176
1619489676|Apr 27 02:14:36|12|229.801857|229.799021|1.539223|1.616840|84.324638|6.245253|26.195206865738449|111.937584328971681|-129.634960|20.044800|20.518912
1619489678|Apr 27 02:14:38|12|229.806898|229.804062|1.539351|1.616960|84.321127|6.247310|26.197652899011786|111.940080167678801|-129.630436|19.260160|19.676672
1619489679|Apr 27 02:14:39|11|229.813841|229.811004|1.538794|1.616392|84.383843|6.242335|26.195296459206538|111.938355610156989|-129.693840|19.047168|19.497472
1619489681|Apr 27 02:14:41|10|229.819296|229.816460|1.539244|1.616833|84.324638|6.245253|26.197674520332605|111.940273012615108|-129.633866|18.969600|19.427584
1619489682|Apr 27 02:14:42|11|229.825921|229.823087|1.540003|1.617583|84.383843|6.242335|26.196469445808752|111.937753356167832|-129.694118|19.120640|19.548928
1619489683|Apr 27 02:14:43|12|229.834679|229.831841|1.537370|1.614936|84.406033|6.229170|26.191363188713808|111.936251692917338|-129.716847|20.604672|21.049088
1619489685|Apr 27 02:14:45|11|229.838174|229.835340|1.539487|1.617048|84.383843|6.242335|26.196306486902756|111.938382627804245|-129.693848|19.168512|19.602432
1619489686|Apr 27 02:14:46|10|229.843639|229.840806|1.539962|1.617514|84.324638|6.245253|26.195725615891604|111.936998027237451|-129.635219|19.600128|20.040960
1619489688|Apr 27 02:14:48|11|229.852303|229.849467|1.537578|1.615116|84.403663|6.227319|26.193829949221382|111.938646011100673|-129.713509|20.701952|21.126400
1619489689|Apr 27 02:14:49|11|229.855997|229.853164|1.539366|1.616899|84.364971|6.241946|26.195431920997216|111.937608324931446|-129.675287|19.884544|20.338432
1619489691|Apr 27 02:14:51|13|229.862507|229.859675|1.540180|1.617703|84.383843|6.242335|26.197316201668450|111.938409729311743|-129.693855|19.355136|19.814912
1619489692|Apr 27 02:14:52|11|229.867566|229.864735|1.540307|1.617822|84.380354|6.244389|26.196779256859955|111.937619297074590|-129.690691|19.463424|19.997440
1619489694|Apr 27 02:14:54|10|229.873426|229.870594|1.539374|1.616880|84.364971|6.241946|26.197897004850105|111.940314116570832|-129.674185|19.276032|19.704064
1619489695|Apr 27 02:14:55|12|229.880047|229.877216|1.540268|1.617763|84.414173|6.246725|26.196789804951116|111.937692326466106|-129.724479|19.340800|19.865344
1619489696|Apr 27 02:14:56|11|229.885596|229.882764|1.538974|1.616461|84.324638|6.245253|26.194905830762565|111.937642565479322|-129.634930|18.722560|19.169536
1619489698|Apr 27 02:14:58|10|229.892080|229.889249|1.539275|1.616752|84.380354|6.244389|26.196447777291674|111.938870776053506|-129.690153|3.765504|4.242432
1619489699|Apr 27 02:14:59|10|229.897771|229.894940|1.539761|1.617229|84.391797|6.248397|26.195714363769007|111.937301239612410|-129.702249|4.303360|4.800256
1619489701|Apr 27 02:15:01|10|229.903035|229.900203|1.538994|1.616454|84.324638|6.245253|26.197372731214308|111.940331488183389|-129.633835|3.893504|4.366336
1619489702|Apr 27 02:15:02|11|229.910011|229.907180|1.539562|1.617011|84.364971|6.241946|26.195783800103726|111.937689587704455|-129.675259|4.147712|4.650752
1619489703|Apr 27 02:15:03|11|229.915151|229.912321|1.539894|1.617335|84.351437|6.251715|26.195333910121057|111.936672552452919|-129.662148|3.763968|4.251392
1619489705|Apr 27 02:15:05|12|229.922062|229.919231|1.539125|1.616555|84.294379|6.240857|26.195819833674712|111.938414119564229|-129.604360|3.705088|4.207360
1619489706|Apr 27 02:15:06|12|229.927379|229.924550|1.539712|1.617134|84.324638|6.245253|26.195422788683430|111.937056853059602|-129.635188|3.921920|4.345856
1619489708|Apr 27 02:15:08|13|229.933955|229.931127|1.540359|1.617771|84.383843|6.242335|26.197143512765336|111.937938617770371|-129.694052|3.855360|4.344832
1619489709|Apr 27 02:15:09|12|229.939638|229.936809|1.539207|1.616610|84.324638|6.245253|26.195263502543639|111.937671619636120|-129.634924|3.912192|4.345856
1619489711|Apr 27 02:15:11|12|229.944818|229.941990|1.539731|1.617126|84.324638|6.245253|26.197889341368324|111.939745913514329|-129.634094|3.932160|4.350720
1619489712|Apr 27 02:15:12|11|229.949906|229.947078|1.539868|1.617255|84.321127|6.247310|26.197338653259003|111.938924436386912|-129.630921|3.903744|4.315392
1619489713|Apr 27 02:15:13|11|229.957077|229.954249|1.539227|1.616603|84.324638|6.245253|26.194760739783383|111.937087247534180|-129.635163|4.184576|4.744192
1619489715|Apr 27 02:15:15|13|229.963639|229.960812|1.539844|1.617210|84.383843|6.242335|26.196470195969127|111.938004436902858|-129.694011|3.849728|4.621312
1619489716|Apr 27 02:15:16|12|229.969166|229.966337|1.538684|1.616042|84.294379|6.240857|26.194696129979697|111.937865995890775|-129.604571|3.698688|4.328960
1619489718|Apr 27 02:15:18|11|229.974341|229.971514|1.539210|1.616559|84.294379|6.240857|26.197326342761166|111.939941514830295|-129.603741|3.657472|4.152576
1619489719|Apr 27 02:15:19|11|229.981069|229.978243|1.539845|1.617184|84.383843|6.242335|26.195960352681105|111.937440794460684|-129.694241|3.810816|4.589824
1619489721|Apr 27 02:15:21|11|229.986706|229.983881|1.540112|1.617442|84.351437|6.251715|26.198081036944480|111.939359396417629|-129.661060|3.754496|4.250624
1619489722|Apr 27 02:15:22|10|229.993323|229.990496|1.539328|1.616648|84.383843|6.242335|26.195796470574408|111.938070457853740|-129.693970|3.796992|4.289024
1619489723|Apr 27 02:15:23|10|229.998861|229.996036|1.539962|1.617274|84.324638|6.245253|26.195276262532040|111.936502140793948|-129.635421|3.862528|4.568576
1619489725|Apr 27 02:15:25|10|230.005714|230.002889|1.540079|1.617379|84.361475|6.243999|26.196426360630603|111.937587523431560|-129.671819|3.933184|4.447232
1619489726|Apr 27 02:15:26|10|230.011120|230.008295|1.539458|1.616750|84.324638|6.245253|26.195116575002707|111.937117111871402|-129.635157|3.880704|4.415232
1619489728|Apr 27 02:15:28|11|230.016216|230.013392|1.539803|1.617088|84.280737|6.250616|26.197676300744519|111.939397499314154|-129.590336|3.896576|4.388608
1619489729|Apr 27 02:15:29|11|230.023044|230.020221|1.540547|1.617820|84.414173|6.246725|26.196316191813629|111.936732568879336|-129.724878|4.145152|4.602880
1619489731|Apr 27 02:15:31|10|230.028559|230.025735|1.539476|1.616742|84.324638|6.245253|26.197582452750211|111.939806498946794|-129.634062|3.857408|4.307712
1619489732|Apr 27 02:15:32|11|230.035084|230.032261|1.540237|1.617492|84.343518|6.245638|26.196450217508712|111.937365222942574|-129.653957|2.643712|3.155968
1619489733|Apr 27 02:15:33|9|230.040597|230.037773|1.538971|1.616218|84.294379|6.240857|26.194610497517324|111.937321780457737|-129.604801|3.617280|4.078848
1619489735|Apr 27 02:15:35|9|230.047341|230.044518|1.539502|1.616738|84.383843|6.242335|26.196129904312528|111.938164703176795|-129.693937|3.728896|4.211456
1619489736|Apr 27 02:15:36|9|230.052904|230.050083|1.540193|1.617420|84.324638|6.245253|26.195631074697467|111.936532530575732|-129.635415|3.795968|4.527104
1619489738|Apr 27 02:15:38|10|230.058263|230.055442|1.540328|1.617547|84.351437|6.251715|26.197856599435156|111.938773922579671|-129.661304|3.707904|4.136448
1619489739|Apr 27 02:15:39|10|230.065152|230.062330|1.539448|1.616656|84.364971|6.241946|26.195311273023023|111.937346859237309|-129.675395|4.038656|4.544768
1619489740|Apr 27 02:15:40|9|230.070343|230.067523|1.540211|1.617411|84.324638|6.245253|26.195127416076083|111.935948629539311|-129.635653|3.790080|4.225024
1619489742|Apr 27 02:15:42|9|230.076853|230.074033|1.540710|1.617900|84.383843|6.242335|26.196790913346980|111.936999703741904|-129.694444|3.774208|4.216320
1619489743|Apr 27 02:15:43|9|230.082582|230.079760|1.539454|1.616635|84.364971|6.241946|26.194805453885742|111.936779970184972|-129.675626|4.056064|4.532736
1619489745|Apr 27 02:15:45|10|230.087782|230.084963|1.540229|1.617402|84.324638|6.245253|26.197592866792213|111.938638257657885|-129.634558|3.928320|4.463872
1619489746|Apr 27 02:15:46|9|230.094878|230.092059|1.540261|1.617423|84.391797|6.248397|26.195541619459917|111.936327440454988|-129.702659|4.236800|4.664832
1619489748|Apr 27 02:15:48|10|230.100042|230.097222|1.539724|1.616878|84.324638|6.245253|26.197432707410663|111.939253533916244|-129.634294|3.840768|4.617984
1619489749|Apr 27 02:15:49|10|230.106537|230.103719|1.540193|1.617337|84.383843|6.242335|26.196115724446585|111.937066593360996|-129.694403|3.794176|4.486144
1619489750|Apr 27 02:15:50|10|230.112030|230.109210|1.539256|1.616391|84.294379|6.240857|26.194522640225856|111.936778863091860|-129.605029|3.683840|4.171264
1619489752|Apr 27 02:15:52|9|230.117481|230.114662|1.539742|1.616869|84.324638|6.245253|26.196928718582974|111.938669843150166|-129.634532|3.823360|4.247552
1619489753|Apr 27 02:15:53|9|230.123968|230.121151|1.540193|1.617309|84.383843|6.242335|26.195604797562808|111.936503598091278|-129.694632|3.744768|4.234240
1619489755|Apr 27 02:15:55|9|230.129741|230.126922|1.539237|1.616344|84.324638|6.245253|26.196768414764435|111.939285226620001|-129.634268|3.862272|18.677504
1619489756|Apr 27 02:15:56|11|230.136272|230.133454|1.539964|1.617062|84.343518|6.245638|26.195608064719302|111.936865736726816|-129.654153|2.650368|3.115264
1619489758|Apr 27 02:15:58|9|230.142120|230.139304|1.540404|1.617493|84.354940|6.249649|26.197699805147479|111.938481607341146|-129.664929|4.161024|4.703232
1619489759|Apr 27 02:15:59|9|230.148601|230.145786|1.540826|1.617905|84.414173|6.246725|26.196359935652360|111.936342940216065|-129.725044|4.007680|4.521472
1619489760|Apr 27 02:16:00|9|230.154086|230.151270|1.539951|1.617021|84.324638|6.245253|26.194815998995097|111.936011962870126|-129.635620|3.826176|4.349952
1619489762|Apr 27 02:16:02|11|230.159266|230.156450|1.540474|1.617536|84.324638|6.245253|26.197441363927801|111.938086470650461|-129.634790|3.856896|4.296960
1619489763|Apr 27 02:16:03|11|230.165970|230.163154|1.539201|1.616253|84.334699|6.237557|26.194750370370663|111.937115363377387|-129.645211|4.096000|4.547072
1619489765|Apr 27 02:16:05|9|230.171525|230.168710|1.539969|1.617012|84.324638|6.245253|26.197280865023579|111.938702017332247|-129.634525|3.864576|4.294656
1619489766|Apr 27 02:16:06|11|230.178360|230.175545|1.540347|1.617379|84.364971|6.241946|26.195658526940591|111.936321499155625|-129.675837|4.140288|4.555776
1619489768|Apr 27 02:16:08|11|230.183597|230.180783|1.540817|1.617841|84.321127|6.247310|26.198206253489829|111.938392820843220|-129.631163|3.892736|4.350464
1619489769|Apr 27 02:16:09|12|230.190319|230.187505|1.540173|1.617186|84.343518|6.245638|26.195944889526587|111.936909645958409|-129.654141|2.637056|3.200000
1619489770|Apr 27 02:16:10|12|230.195861|230.193047|1.540312|1.617317|84.321127|6.247310|26.195073930936253|111.935731355618529|-129.632233|3.928064|4.368128
1619489772|Apr 27 02:16:12|13|230.202495|230.199680|1.539327|1.616322|84.383843|6.242335|26.195605504383622|111.937860555327035|-129.694056|3.881728|4.336896
1619489773|Apr 27 02:16:13|12|230.208131|230.205317|1.540178|1.617164|84.324638|6.245253|26.195167387281359|111.936044747329248|-129.635613|3.870464|4.329216
1619489775|Apr 27 02:16:15|14|230.213650|230.210837|1.540240|1.617217|84.351437|6.251715|26.197227367117115|111.938218135187128|-129.661528|3.863808|4.365056
1619489776|Apr 27 02:16:16|13|230.219034|230.216221|1.539494|1.616463|84.305760|6.244859|26.195845316184290|111.937863817951794|-129.615976|4.705792|5.172224
1619489777|Apr 27 02:16:17|11|230.225570|230.222758|1.540195|1.617153|84.324638|6.245253|26.194662665143028|111.935461672295574|-129.635851|3.872768|4.303360
1619489779|Apr 27 02:16:19|11|230.231207|230.228395|1.540606|1.617556|84.311034|6.255028|26.196884426720970|111.937266568650671|-129.621523|4.234496|4.737536
1619489780|Apr 27 02:16:20|12|230.237726|230.234913|1.539328|1.616268|84.364971|6.241946|26.194321680890184|111.936444551621932|-129.675760|4.165888|4.658432
1619489782|Apr 27 02:16:22|12|230.243009|230.240198|1.540212|1.617143|84.324638|6.245253|26.197127082914704|111.938152124512854|-129.634756|3.903744|4.374528
1619489783|Apr 27 02:16:23|13|230.249445|230.246634|1.540164|1.617085|84.380354|6.244389|26.195488847469427|111.936420802063978|-129.691175|3.870976|4.305664
1619489785|Apr 27 02:16:25|14|230.255269|230.252458|1.539706|1.616618|84.324638|6.245253|26.196966219650889|111.938768025345453|-129.634491|3.951872|4.364288
1619489786|Apr 27 02:16:26|12|230.260449|230.257638|1.540228|1.617133|84.324638|6.245253|26.196622154943050|111.937569243365246|-129.634994|3.905280|4.387328
1619489787|Apr 27 02:16:27|12|230.267236|230.264427|1.540543|1.617437|84.364971|6.241946|26.194988850272175|111.935275374498204|-129.676269|4.164864|4.864000
1619489789|Apr 27 02:16:29|12|230.273945|230.271135|1.539495|1.616379|84.383843|6.242335|26.195422545807894|111.937396006185566|-129.694250|3.832320|4.389120
1619489790|Apr 27 02:16:30|11|230.279614|230.276805|1.540419|1.617294|84.324638|6.245253|26.195012663344954|111.935495765045843|-129.635843|3.905536|4.449280
1619489792|Apr 27 02:16:32|12|230.284813|230.282005|1.540576|1.617442|84.321127|6.247310|26.197366777155636|111.937845464377304|-129.631379|3.930624|4.985856
1619489793|Apr 27 02:16:33|11|230.291508|230.288699|1.539892|1.616748|84.343518|6.245638|26.195096749437610|111.936415128861853|-129.654335|2.680320|3.228416
1619489795|Apr 27 02:16:35|12|230.297054|230.294246|1.540435|1.617283|84.324638|6.245253|26.197476759860052|111.938186565617102|-129.634748|3.917824|4.355072
1619489796|Apr 27 02:16:36|13|230.302233|230.299426|1.540958|1.617797|84.324638|6.245253|26.197132613661736|111.936987855095509|-129.635250|4.006144|4.499456
1619489797|Apr 27 02:16:37|12|230.308949|230.306141|1.539902|1.616731|84.343518|6.245638|26.194586728280193|111.935836283030682|-129.654571|2.677248|3.127552
1619489799|Apr 27 02:16:39|12|230.314493|230.311686|1.540452|1.617272|84.324638|6.245253|26.196971518445316|111.937604030756034|-129.634985|3.919360|4.337664
1619489800|Apr 27 02:16:40|14|230.321487|230.318680|1.540607|1.617417|84.370338|6.252101|26.195079870473677|111.935274978010341|-129.681638|4.138496|4.559104
1619489802|Apr 27 02:16:42|10|230.326753|230.323946|1.539945|1.616746|84.324638|6.245253|26.196810375648539|111.938220265686468|-129.634721|3.871744|4.306944
1619489803|Apr 27 02:16:43|12|230.332085|230.329279|1.540896|1.617688|84.284263|6.248556|26.196658670311315|111.936563335209414|-129.595046|4.410880|4.844800
1619489805|Apr 27 02:16:45|10|230.338719|230.335913|1.540369|1.617152|84.361475|6.243999|26.197512173631985|111.938329565554298|-129.671524|4.031744|4.492800
1619489806|Apr 27 02:16:46|12|230.344192|230.341386|1.539961|1.616735|84.324638|6.245253|26.196304973618034|111.937637937590168|-129.634958|3.895808|4.394240
1619489807|Apr 27 02:16:47|12|230.350574|230.347768|1.540177|1.616941|84.383843|6.242335|26.194891045687577|111.935740646229803|-129.694942|3.859200|4.398080
1619489809|Apr 27 02:16:49|12|230.356765|230.353961|1.540654|1.617408|84.351437|6.251715|26.196763992117788|111.937058896624521|-129.662011|3.779072|4.200192
1619489810|Apr 27 02:16:50|11|230.362997|230.360192|1.540107|1.616851|84.343518|6.245638|26.194920334553856|111.935883508360106|-129.654557|2.669312|3.096064
1619489812|Apr 27 02:16:52|13|230.368584|230.365780|1.540313|1.617049|84.321127|6.247310|26.197032884077345|111.937889331555041|-129.631354|3.999232|4.414720
1619489813|Apr 27 02:16:53|11|230.375081|230.372275|1.539139|1.615865|84.383843|6.242335|26.194559894839493|111.937003010313276|-129.694400|3.847168|4.274432
1619489814|Apr 27 02:16:54|12|230.380797|230.377994|1.540167|1.616884|84.324638|6.245253|26.194189367703011|111.934983032752399|-129.636045|3.934208|4.418048
1619489816|Apr 27 02:16:56|14|230.386210|230.383408|1.540796|1.617504|84.280737|6.250616|26.196722964977255|111.936790754071211|-129.591425|4.045056|4.488448
1619489817|Apr 27 02:16:57|13|230.393409|230.390607|1.540842|1.617539|84.351437|6.251715|26.194609356171036|111.934387839036603|-129.663104|3.851776|4.634880
1619489819|Apr 27 02:16:59|13|230.398237|230.395434|1.540183|1.616872|84.324638|6.245253|26.196652934255859|111.937674509725028|-129.634949|3.914240|4.358912
1619489820|Apr 27 02:17:00|13|230.403416|230.400614|1.540705|1.617387|84.324638|6.245253|26.196308615671299|111.936476010635559|-129.635452|3.957248|4.419072
1619489822|Apr 27 02:17:02|12|230.410671|230.407869|1.540366|1.617036|84.391797|6.248397|26.196852617253533|111.937607665162446|-129.702140|4.484352|4.971264
1619489823|Apr 27 02:17:03|12|230.415676|230.412874|1.540198|1.616861|84.324638|6.245253|26.196147165512137|111.937092700361958|-129.635187|3.922176|4.416512
1619489824|Apr 27 02:17:04|12|230.422024|230.419223|1.540340|1.616992|84.383843|6.242335|26.194704708564394|111.935280172229525|-129.695134|3.773696|4.573184
1619489826|Apr 27 02:17:06|12|230.427828|230.425028|1.541060|1.617703|84.321127|6.247310|26.197025004665726|111.936709687369174|-129.631855|3.965952|4.391168
1619489827|Apr 27 02:17:07|12|230.434485|230.431684|1.540319|1.616952|84.343518|6.245638|26.194742402718319|111.935353981502431|-129.654778|2.659072|3.108096
1619489829|Apr 27 02:17:09|11|230.440021|230.437222|1.540910|1.617534|84.324638|6.245253|26.197161640657434|111.937095431293386|-129.635205|3.902720|4.563200
1619489830|Apr 27 02:17:10|14|230.445375|230.442574|1.539706|1.616322|84.324638|6.245253|26.195479768173392|111.937127878476417|-129.635159|3.955968|4.538624
1619489832|Apr 27 02:17:12|12|230.452281|230.449481|1.540403|1.617008|84.324638|6.245253|26.197000071867009|111.937712325777753|-129.634940|3.927296|4.471040
1619489833|Apr 27 02:17:13|13|230.457460|230.454662|1.540925|1.617522|84.324638|6.245253|26.196655672001008|111.936513941469912|-129.635442|3.941376|4.425984
1619489834|Apr 27 02:17:14|15|230.463867|230.461069|1.540668|1.617255|84.380354|6.244389|26.194891046184594|111.934971217337662|-129.691779|3.898368|4.725760
1619489836|Apr 27 02:17:16|12|230.469720|230.466921|1.540418|1.616996|84.324638|6.245253|26.196494052893151|111.937130932697144|-129.635177|3.904000|4.385792
1619489837|Apr 27 02:17:17|13|230.474899|230.472102|1.540940|1.617510|84.324638|6.245253|26.196149623673037|111.935932595041692|-129.635679|3.933184|4.419584
1619489839|Apr 27 02:17:19|13|230.481363|230.478565|1.540496|1.617055|84.297895|6.238803|26.197182120877081|111.937767279332093|-129.608177|3.847168|4.310528
1619489840|Apr 27 02:17:20|11|230.487159|230.484362|1.540433|1.616983|84.324638|6.245253|26.195987955893060|111.936549684753160|-129.635414|3.898112|4.328960
1619489841|Apr 27 02:17:21|13|230.492575|230.489780|1.541496|1.618038|84.284263|6.248556|26.195855622605492|111.934737173512403|-129.595806|4.429568|4.871680
1619489843|Apr 27 02:17:23|12|230.499419|230.496621|1.539925|1.616457|84.324638|6.245253|26.195826252220655|111.937166845589601|-129.635149|3.968256|4.740096
1619489844|Apr 27 02:17:24|13|230.504598|230.501802|1.540447|1.616971|84.324638|6.245253|26.195481783160183|111.935968584476441|-129.635651|3.919616|4.438016
1619489846|Apr 27 02:17:26|11|230.511504|230.508709|1.541144|1.617656|84.324638|6.245253|26.197001979458975|111.936553199652593|-129.635432|3.893504|4.349184
1619489847|Apr 27 02:17:27|13|230.516858|230.514061|1.539940|1.616444|84.324638|6.245253|26.195320033645082|111.936585846740144|-129.635386|3.929856|4.417536
1619489849|Apr 27 02:17:29|12|230.523764|230.520969|1.540636|1.617129|84.324638|6.245253|26.196840207158125|111.937170509175672|-129.635167|3.964928|4.456960
1619489850|Apr 27 02:17:30|10|230.529510|230.526715|1.540901|1.617385|84.354940|6.249649|26.195912264257068|111.935732168488997|-129.666062|4.186624|4.622336
1619489851|Apr 27 02:17:31|13|230.535762|230.532966|1.539558|1.616032|84.364971|6.241946|26.193493387186550|111.935171415069618|-129.676284|4.218112|4.636928
1619489853|Apr 27 02:17:33|13|230.541203|230.538409|1.540650|1.617117|84.324638|6.245253|26.196333888992768|111.936589709792855|-129.635404|3.986688|4.462336
1619489854|Apr 27 02:17:34|11|230.546488|230.543694|1.540823|1.617280|84.321127|6.247310|26.195668489567979|111.935586333225743|-129.632306|3.885312|4.365824
1619489856|Apr 27 02:17:36|12|230.553462|230.550668|1.540143|1.616590|84.324638|6.245253|26.196172040875474|111.937207198056214|-129.635139|3.932416|4.410112
1619489857|Apr 27 02:17:37|13|230.558642|230.555848|1.540665|1.617104|84.324638|6.245253|26.195827502200920|111.936009065946067|-129.635641|3.963392|4.469248
1619489859|Apr 27 02:17:39|12|230.566252|230.563459|1.540736|1.617163|84.351437|6.251715|26.196407684427420|111.936537105547416|-129.662226|3.819008|4.256768
1619489860|Apr 27 02:17:40|13|230.570901|230.568108|1.540157|1.616577|84.324638|6.245253|26.195665613331443|111.936626661041799|-129.635375|3.994368|4.414976
1619489861|Apr 27 02:17:41|13|230.576081|230.573288|1.540679|1.617090|84.324638|6.245253|26.195321049074948|111.935428580163702|-129.635877|3.963392|4.402432
1619489863|Apr 27 02:17:43|14|230.583104|230.580312|1.541027|1.617428|84.321127|6.247310|26.196513325749933|111.936196952177227|-129.632063|4.019200|4.450816
1619489864|Apr 27 02:17:44|13|230.589430|230.586637|1.539618|1.616008|84.383843|6.242335|26.193995645032210|111.935630932105852|-129.694972|3.848448|4.278272
1619489866|Apr 27 02:17:46|10|230.595246|230.592455|1.540867|1.617248|84.324638|6.245253|26.196679178899139|111.936631179183394|-129.635393|3.900928|4.358912
1619489867|Apr 27 02:17:47|12|230.601166|230.598375|1.540748|1.617120|84.351437|6.251715|26.195357552498670|111.935361051787794|-129.662705|3.803904|4.252160
1619489869|Apr 27 02:17:49|11|230.607505|230.604714|1.540359|1.616721|84.324638|6.245253|26.196517202092707|111.937249011663738|-129.635127|3.912448|4.331520
1619489870|Apr 27 02:17:50|14|230.612685|230.609895|1.540881|1.617235|84.324638|6.245253|26.196172600013767|111.936051016172243|-129.635629|3.959296|4.377088
1619489871|Apr 27 02:17:51|15|230.618623|230.615833|1.540753|1.617098|84.351437|6.251715|26.194832394118812|111.934773270917916|-129.662945|3.867136|4.660992
1619489873|Apr 27 02:17:53|11|230.624944|230.622154|1.540372|1.616708|84.324638|6.245253|26.196010587550376|111.936668960894039|-129.635364|3.890432|4.348416
1619489874|Apr 27 02:17:54|11|230.631194|230.628404|1.540298|1.616623|84.383843|6.242335|26.194485264578525|111.935104870812097|-129.695204|3.823360|4.259840
1619489876|Apr 27 02:17:56|14|230.637808|230.635019|1.540932|1.617247|84.351437|6.251715|26.196170047101475|111.935967636447515|-129.662463|3.833088|4.279296
1619489877|Apr 27 02:17:57|14|230.642383|230.639594|1.540386|1.616694|84.324638|6.245253|26.195503915425547|111.936089077794236|-129.635600|3.952384|4.371456
1619489878|Apr 27 02:17:58|14|230.648945|230.646157|1.540943|1.617241|84.343518|6.245638|26.194201080940061|111.933779714112319|-129.655436|2.718720|3.185408
1619489880|Apr 27 02:18:00|13|230.655264|230.652477|1.540937|1.617225|84.351437|6.251715|26.195644774576273|111.935380192258506|-129.662703|3.881216|4.353536
1619489881|Apr 27 02:18:01|11|230.660220|230.657432|1.540099|1.616379|84.353557|6.237945|26.194502539368123|111.935435055359449|-129.664777|3.856896|4.290560
1619489883|Apr 27 02:18:03|11|230.666727|230.663941|1.541095|1.617365|84.324638|6.245253|26.196517144561724|111.936094510932080|-129.635618|4.218368|20.637952
1619489884|Apr 27 02:18:04|14|230.672721|230.669934|1.540943|1.617203|84.351437|6.251715|26.195119448340265|111.934792920801797|-129.662942|3.868160|4.350976
1619489886|Apr 27 02:18:06|11|230.677936|230.675151|1.541232|1.617484|84.265377|6.248166|26.197555146787792|111.937024134938056|-129.575982|3.918848|4.352000
1619489887|Apr 27 02:18:07|12|230.684842|230.682055|1.540769|1.617010|84.354940|6.249649|26.195291501395225|111.935254478601252|-129.666253|4.277760|4.782848
1619489888|Apr 27 02:18:08|12|230.690561|230.687773|1.539247|1.615479|84.383843|6.242335|26.193125247972638|111.935252878372353|-129.695115|3.861760|4.366336
1619489890|Apr 27 02:18:10|13|230.696425|230.693639|1.540600|1.616823|84.324638|6.245253|26.195848194210171|111.936133457472906|-129.635588|3.948288|4.412928
1619489891|Apr 27 02:18:11|12|230.701604|230.698820|1.541122|1.617336|84.324638|6.245253|26.195503492460936|111.934935719283501|-129.636090|3.945216|4.440832
1619489893|Apr 27 02:18:13|16|230.707652|230.704867|1.540284|1.616490|84.313244|6.241241|26.196555088473502|111.937407431330612|-129.623667|2.418944|2.900992
1619489894|Apr 27 02:18:14|14|230.713863|230.711078|1.540613|1.616809|84.324638|6.245253|26.195341315976556|111.935554270939107|-129.635824|4.024576|4.523008
1619489896|Apr 27 02:18:16|13|230.720072|230.717287|1.540446|1.616632|84.383843|6.242335|26.196749901714256|111.937369114719445|-129.694286|3.866112|4.364800
1619489897|Apr 27 02:18:17|14|230.726819|230.724035|1.541130|1.617306|84.351437|6.251715|26.195406024710991|111.934814202805867|-129.662938|3.872000|4.923392
